ventureid,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,numberofvoyages,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,FATEcol,variousremarks,length_in_days,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID
GD035,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 406-407, 433",,La Justine,Mary/Mary/Sauvestre/Sauvestre,Bertrand de Cœuvre,Arnou,4,,31124 / 31164 / 31252 / 31315,,Côte d’Or/Côte d’Or/Côte d’Or/Côte d’Or,,,,,,,,,.197916666666667,yes,with estimates,,1,various share of the ship for several ventures,,,,,,,,,,,,,,,,,,,,,,31124 / 31164 / 31252 / 31315
GD036,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 408-409, 435",,Le Phénix,"Dupuy, J./Dupuy, J./Dupuy, J.",Bertrand de Cœuvre,Ducollet/Favreau Colleno et Cie/Favreau Colleno et Cie,3,,31291 / 31362 / ?,,Côte d’Angola/Côte d’Angola/Côte d’Angola,,1789/1790/1793,,,,,,,.03125,yes,with estimates,,1,both possible vessels in the tstd. I think both keys designate the same vessel. Due to different armatteurs,,,01jul1789,,,,,,,,,,,1789,,,,,,1789,1790,31291 / 31362 / ?
GD037,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 408-409, 436",,L’Aigle,Le Ganry,Bertrand de Cœuvre,Ducollet,1,,31194,,Côte d’Or,,,,,,,,,.03125,yes,with estimates,,1,No equivalent in the STDT. Has to be signaled,,,,,,,,,,,,,,,,,,,,,,31194
GD038,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 408-409, 436",,Le Zéphir,Clémenceau,Bertrand de Cœuvre,Ballan (Aîné),1,,30854,,Le Galbart en Guinée,,,,,,,,,.0625,yes,yes,,1,Maybe missing data ?,,,,,,,,,,,,,,,,,,,,,,30854
GD039,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 408-409, 436",,L’Amphitrite,Guyot,Bertrand de Cœuvre,Ballan (Aîné),1,,31065,,Guinée,,,,,,,,,.125,yes,yes,,1,No equivalent in the STDT. Has to be signaled,,,,,,,,,,,,,,,,,,,,,,31065
GD040,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 410-411, p. 437",,La Demoiselle,Coupry,Bertrand de Cœuvre,Portier de Lantimo,1,,31282,,Côte d’Or,,,,,,,,,.05,yes,with estimates,,1,,,,,,,,,,,,,,,,,,,,,,,31282
GD041,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 410-411, p. 437-438",,La Rosalie,Bezier,Bertrand de Cœuvre,"Romanet, Adrien",1,,30841,,Côte de Guinée,,,,,,,,,.041666666666667,yes,yes,,1,,,,,,,,,,,,,,,,,,,,,,,30841
GD042,Voyage ,Judith Jacquinot,Investor,French,"Meyer (1969), p. 410-411, p. 438",,"Saint-Paul, l’Union, La Confiance",Le Sourd/Pipat/Dumarais,Bertrand de Cœuvre,A. Menard/A. Menard/A. Menard,3,,31099 / 31093 / 31112,,Sénégal/Sénégal/Sénégal,,,,,,,,,.03125,yes,with estimates,,1,"one equivalent in the STDT for each vessel name. Strange, because each of the 3 captains are listed for each vessels. In the STDT, sources come from Mettas",,,,,,,,,,,,,,,,,,,,,,31099 / 31093 / 31112
GD043,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 410-411, p. 438",,L’Épreuve,Le Sourd/Le Sourd,Bertrand de Cœuvre,A. Menard/A. Menard,2,,31144 / ?,,Sénégal/Sénégal,,1784/1784,,,,,,,.03125,yes,with estimates,,1,,,,01jul1784,,,,,,,,,,,1784,,,,,,1784,1785,31144 / ?
GD044,Ship ,Judith Jacquinot,Investor,French,"Meyer (1969), p. 410-411, p. 439",,Le Nouvel Amour,Reingeard/Reingeard,Bertrand de Cœuvre,L. et F. Langevin frères/L. et F. Langevin frères,2,,31284 / 31366,,Ralbard/Ralbard,,,,,,,,,.066666666666667,yes,with estimates,,1,,,,,,,,,,,,,,,,,,,,,,,31284 / 31366
GD045,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 410-411, p. 439",,Les Deux Sœurs,Huet de Relia,Bertrand de Cœuvre,Dumaine,1,,31235,,Côte d’Or,,,,,,,,,.035714285714286,yes,with estimates,,1,contradictory information on the STDT about the captain's name : named as Durocher,,,,,,,,,,,,,,,,,,,,,,31235
GD046,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 410-411, p. 439",,La Sainte-Anne,De Kérusée,Bertrand de Cœuvre,Libault,1,,31187,,Côte d’Or,,,,,,,,,.041666666666667,yes,with estimates,,1,,,,,,,,,,,,,,,,,,,,,,,31187
GD047,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 276",1768,Prince Cras,,Bertrand de Cœuvre,De Guer,1,,,,,,,,,,,,,,no,no,,,No equivalent in the STDT,,,,,01jul1768,,,,,,,,,,1768,,,,,,1768,
GD048,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 276 and 304-305",1772-04-01,Nymphe,,Bertrand de Cœuvre,De Guer,1,,30970,,,,,,,,,,,,yes,no,,,No equivalent in the STDT,,,,4,01apr1772,,,,,,,,,,1772,,,,,,1772,30970
GD049,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 276 and 304-305",1774-01-10,Nymphe,,Bertrand de Cœuvre,De Guer,1,,31009,,,,,,,,,,,,yes,no,,,No equivalent in the STDT,,,,1,10jan1774,,,,,,,,,,1774,,,,,,1774,31009
GD050,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 276 and 304-305",1775-05-01,Le Saint-Jean-Baptiste,,Bertrand de Cœuvre,De Guer,1,GD050/GD128,31026,,,,,,,,,,,,yes,no,,,,,,,5,01may1775,,,,,,,,,,1775,,,,,,1775,31026
GD051,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 276 and 304-305",1773-11-19,Le Saint-Jean-Baptiste,,Bertrand de Cœuvre,De Guer,1,GD051/GD127,31000,,,,,,,,,,,,yes,no,,,,,,,11,19nov1773,,,,,,,,,,1773,,,,,,1773,31000
GD052,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 402-403, 428",1791,Le Henry Quatre,Berthommé,Bertrand de Cœuvre,Delaville,1,,,,Côte d’Angola,,,,,,,,,.1,yes,no,,1,"GD052  and GD138 are actually not the same ship. « Il reste de fortes sommes à recouvrer », but we do not know how much",,,,,01jul1791,,,,,,,,,,1791,,,,,,1791,
GD053,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 278  and 304-305",1783-08-14,Magdelaine,,Bertrand de Cœuvre,Delaville,1,,,,Côte d’Angola,,,,,,,,,,yes,no,,,No equivalent in the STDT,,,,8,14aug1783,,,,,,,,,,1783,,,,,,1783,
GD054,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 278, 304-305",1783-11-23,La Madame,,Bertrand de Cœuvre,Delaville,1,,31120,,Négrier,,,,,,,,,,yes,no,,,,,,,11,23nov1783,,,,,,,,,,1783,,,,,,1783,31120
GD055,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279",1757-03-05,La Saint-Marthe,,Bertrand de Cœuvre,,1,,30737,,,,,,,,,,,,yes,no,,,,,,,3,05mar1757,,,,,,,,,,1757,,,,,,1757,30737
GD056,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p.279 p 304-305",1768-02-12,L’Union,,Bertrand de Cœuvre,,1,,30880,,,,,,,,,,,,yes,no,,,,,,,2,12feb1768,,,,,,,,,,1768,,,,,,1768,30880
GD057,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279 and 288 and 304-305",1769-06-07,Le Saint-Claude,Fournier,Bertrand de Cœuvre,Bouteiller Père et Fils,1,GD001/GD011/GD012/GD057,30869,,,,,,,,,,,,yes,no,,,,,,,6,07jun1769,,,,,,,,,,1769,,,,,,1769,30869
GD058,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281",1781-12-19,La Jeanne-Thérèse,,Bertrand de Cœuvre,,1,,,,Sénégal,,,,,,,,,,yes,no,,,Not sure of the  equivalent in the STDT,,,,12,19dec1781,,,,,,,,,,1781,,,,,,1781,
GD059,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281",1792-09,O Luzitano,,Bertrand de Cœuvre,,1,,,,,,,,,,,,,,yes,no,,,No equivalent in the STDT,,,,9,01sep1792,,,,,,,,,,1792,,,,,,1792,
GD060,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281",1783-12-08,La Jeanne-Thérèse,,Bertrand de Cœuvre,Chaurand,1,,31122,,,,,,,,,,,,no,no,,,,,,,12,08dec1783,,,,,,,,,,1783,,,,,,1783,31122
GD061,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281 and 304-305",1785-04-25,La Jeanne-Thérèse,,Bertrand de Cœuvre,Chaurand,1,,31163,,,,,,,,,,,,yes,no,,,,,,,4,25apr1785,,,,,,,,,,1785,,,,,,1785,31163
GD062,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 282 and 304-305",1786-11-05,La Jeanne-Thérèse,,Bertrand de Cœuvre,Chaurand,1,,31209,,,,,,,,,,,,yes,no,,,,,,,11,05nov1786,,,,,,,,,,1786,,,,,,1786,31209
GD063,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281",1785-03-29,O Luzitano,,Bertrand de Cœuvre,Chaurand,1,,33914,,,,,,,,,,,,yes,no,,,No equivalent in the STDT,,,,3,29mar1785,,,,,,,,,,1785,,,,,,1785,33914
GD064,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281 and 304-305",1783-04-22,Rose,,Bertrand de Cœuvre,Chaurand,1,,31100,,Mozambic,,,,,,,,,,yes,no,,,,,,,4,22apr1783,,,,,,,,,,1783,,,,,,1783,31100
GD065,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281 and 304-305",1783-06-23,Brune,,Bertrand de Cœuvre,Chaurand,1,,31110,,,,,,,,,,,,yes,no,,,,,,,6,23jun1783,,,,,,,,,,1783,,,,,,1783,31110
GD066,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281 and 304-305",1784-12-01,Brune,,Bertrand de Cœuvre,Chaurand,1,,31142,,,,,,,,,,,,yes,no,,,,,,,12,01dec1784,,,,,,,,,,1784,,,,,,1784,31142
GD067,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 281 and 304-305",1785-08-07,Aimable Aline,,Bertrand de Cœuvre,Chaurand,1,,31157,,,,,,,,,,,,yes,no,,,,,,,8,07aug1785,,,,,,,,,,1785,,,,,,1785,31157
GD068,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 282 and 304-305",1787-02-19,Aimable Aline,,Bertrand de Cœuvre,Chaurand,1,,31220,,,,,,,,,,,,yes,no,,,,,,,2,19feb1787,,,,,,,,,,1787,,,,,,1787,31220
GD069,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 282 and 304-305",1786-01-24,Marie-Margueritte,,Bertrand de Cœuvre,,1,,31206,,,,,,,,,,,,yes,no,,,,,,,1,24jan1786,,,,,,,,,,1786,,,,,,1786,31206
GD070,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 282 and 304-305",1787-04-02,Louis,,Bertrand de Cœuvre,Chaurand,1,,31224,,,,,,,,,,,,yes,no,,,returns have been rectified according to Rinchon (1956) p126,,,,4,02apr1787,,,,,,,,,,1787,,,,,,1787,31224
GD071,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 282",1782-06-19,Juliette,,Bertrand de Cœuvre,,1,,,,,,,,,,,,,,yes,no,,,No equivalent in the STDT: Only “suspecté de traite” by Meyer,,,,6,19jun1782,,,,,,,,,,1782,,,,,,1782,
GD072,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 276",1770-01-05,St-François,,Bertrand de Cœuvre,De Guer,1,,30926,,,,,,,,,,,,yes,no,,,« armé par la compagnie de L’Asiento »,,,,1,05jan1770,,,,,,,,,,1770,,,,,,1770,30926
GD073,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 276",1770,St-Jacques,,Bertrand de Cœuvre,De Guer,1,,30927,,,,,,,,,,,,yes,no,,,,,,,,01jul1770,,,,,,,,,,1770,,,,,,1770,30927
GD074,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 278 ",,St-Jean-Baptiste,,Bertrand de Cœuvre,Ballan (Aîné),1,,31011,,,,,,,,,,,,no,no,,,Navire pris par les portugais,,,,,,,,,,,,,,,,,,,,,,31011
GD075,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279 and 288-289 and 304-305",1786-05-29,Le bailly de Suffren,,Bertrand de Cœuvre,,1,GD30/GD075/GD076/GD077/GD155,31188,,,,,,,,,545,531,,yes,no,,,,,,,5,29may1786,,,,,,,,,,1786,,,,,,1786,31188
GD076,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279 and 288-289 and 304-305",1786-04-10,La Fine,,Bertrand de Cœuvre,,1,GD30/GD075/GD076/GD077/GD155,31184,,,,,,,,,209,179,,yes,no,,,,,,,4,10apr1786,,,,,,,,,,1786,,,,,,1786,31184
GD077,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279 and 288-289 and 304-305",1786-05-29,Le Passe Partout,,Bertrand de Cœuvre,,1,GD30/GD075/GD076/GD077/GD155,31189,,,,,,,,,,,,yes,no,,,,,,,5,29may1786,,,,,,,,,,1786,,,,,,1786,31189
GD078,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 280 & 290",1789-03-17,Le Bailli de Suffren,,Bertrand de Cœuvre,,1,,31279,,,,,,,,,479,424,,yes,no,,,Je ne comprends pas les comptes de la page 290 à partir desquels on peut calculer les retours…,,,,3,17mar1789,,,,,,,,,,1789,,,,,,1789,31279
GD080,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279 and 288 and 304-305",1770-03-06,Saint-Guillaume,,Bertrand de Cœuvre,,1,GD021/GD080,30931,,Angola,,,,,,,,,,yes,no,,,,,,,3,06mar1770,,,,,,,,,,1770,,,,,,1770,30931
GD081,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 304-305",1771-06-08,Trois Marie,,Bertrand de Cœuvre,,1,,30949,,,,,,,,,,,,no,no,,,,,,,6,08jun1771,,,,,,,,,,1771,,,,,,1771,30949
GD103,Voyage,Judith Jacquinot,Investor,French,"Roman, p.198",,Amaranthe,,,Chateaubriand,1,,33211,,,,1763-05,,,,1764-12,,,1,yes,yes,,,,580,5,01may1763,,,,,,,,,12,01dec1764,1763,,,,,1764,1763,1764,33211
GD104,Voyage,Judith Jacquinot,Investor,French,"Roman, p.198",,Saint-René,,,Chateaubriand,1,,33245,,,,1768-03,,,,1769-11,,,1,yes,yes,,,,610,3,01mar1768,,,,,,,,,11,01nov1769,1768,,,,,1769,1768,1769,33245
GD105,Voyage,Judith Jacquinot,Investor,French,"Roman, p.198",,Saint-René,,,Chateaubriand,1,,33262,,,,1770-08,,,,1771-08,,,1,yes,yes,,,,365,8,01aug1770,,,,,,,,,8,01aug1771,1770,,,,,1771,1770,1771,33262
GD106,Voyage,Judith Jacquinot,Investor,French,"Roman, p.198",,Saint-René,,,Chateaubriand,1,,33271,,,,1772-07,,,,1773-11,,,1,yes,yes,,,,488,7,01jul1772,,,,,,,,,11,01nov1773,1772,,,,,1773,1772,1773,33271
GD107,Voyage,Judith Jacquinot,Investor,French,"Roman, p.198",,Roi de Juda,,,Chateaubriand,1,,33280,,,,1774-10,,,,1776-06,,,1,yes,yes,,,,609,10,01oct1774,,,,,,,,,6,01jun1776,1774,,,,,1776,1774,1775,33280
GD108,Voyage,Judith Jacquinot,Investor,French,"Roman, p.198",,Jean-Baptiste,,,Chateaubriand,1,,,,,,1771-10,,,,,,,1,yes,yes,,,"No equivalent in the STDT, « naufragé en avril 1773 ». There is a mistake in JEH 2004 and Daudin 2001 : I have attributed the the Jean-Baptiste the «créances à recouvrer »",,10,01oct1771,,,,,,,,,,,1771,,,,,,1771,1772,
GD109,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1738,Saint-Louis,,,,1,GD109/GD148,32079,,,,1735,,,,,,294,1,no,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1735,,01jul1738,,,,,,,,,1735,1738,,,,,1735,1736,32079
GD110,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1740,La Victoire,,,,1,,32127,,,,1739,,,,,,271,1,no,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1739,,01jul1740,,,,,,,,,1739,1740,,,,,1739,1740,32127
GD111,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1743,Saint-Louis,,,,1,,32099,,,,1742,,,,,,238,1,yes,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1742,,01jul1743,,,,,,,,,1742,1743,,,,,1742,1743,32099
GD112,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1751,Le Henoc,,,,1,GD112/GD152,32190,,,,1748,,,,,,328,1,yes,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1748,,01jul1751,,,,,,,,,1748,1751,,,,,1748,1749,32190
GD113,Ship,Judith Jacquinot,Investor,French,"Clark, p.144",1775,La Petite Suzanne et le Joly,,,,2,,32289 / 32288,,,,1773,,,,,,365,1,no,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1773,,01jul1775,,,,,,,,,1773,1775,,,,,1773,1774,32289 / 32288
GD114,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1779,Le Meulan,,,,1,,32310,,,,1776,,,,,,304,1,yes,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1776,,01jul1779,,,,,,,,,1776,1779,,,,,1776,1777,32310
GD115,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",,La Belle Pauline,,,,1,,32336,,,,1783,,,,,,356,1,yes,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1783,,,,,,,,,,,1783,,,,,,1783,1784,32336
GD116,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1792,l’Aimable Suzanne,,,,1,,32366,,,,1784,,,,,,344,1,yes,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1784,,01jul1792,,,,,,,,,1784,1792,,,,,1784,1785,32366
GD117,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1792,la Nouvelle Betsy,,,,1,,32405,,,,1786,,,,,,264,1,yes,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1786,,01jul1792,,,,,,,,,1786,1792,,,,,1786,1787,32405
GD118,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1792,l’Aimable Suzanne,,,,1,,32414,,,,1786,,,,,,354,1,no,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1786,,01jul1792,,,,,,,,,1786,1792,,,,,1786,1787,32414
GD119,Voyage,Judith Jacquinot,Investor,French,"Clark, p.144",1792,la Nouvelle Betsy,,,,1,,32424,,,,1789,,,,,,353,1,yes,no,,,"Maybe error in JEH 2004. It is not clear in the secondary source whether all the return data are there or not. Need to check with primary source. According to the text on La Nouvelle Betsy 1789, we have sale of slaves / of which cash or letters / and what is left to be collected.",,,01jul1789,,01jul1792,,,,,,,,,1789,1792,,,,,1789,1790,32424
GD120,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p.81-93",,Reine de France,Von Alstein,,"Bertrand, Nicolas",1,,30484,,,,1743-06-10,,,,,404,404,1,yes,no,,,,,6,10jun1743,,,,,,,,,,,1743,,,,,,1743,1744,30484
GD121,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p,99-133",,Telemaque,Pacaud,,Jogues,1,,,,,,1763-03-05,,,,,819,,1,yes,no,,,No equivalent in the STDT,,3,05mar1763,,,,,,,,,,,1763,,,,,,1763,1764,
GD122,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p.135-222",,L’Africain,Von Alstein,,,1,,30842,,,,1766-06-25,,,,,,,1,no,yes,,,,,6,25jun1766,,,,,,,,,,,1766,,,,,,1766,1767,30842
GD123,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p.223-290",,Le Pompée,,,,1,,30911,,,,,,,,,,,1,yes,yes,,3,"Vessel totally dilapilated. It won’t have the right to come back to France, from Le Cap Français.",,,,,,,,,,,,,,,,,,,,,,30911
GD124,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p. 295-331",,Le Duc de Laval,,,,1,,32283,,,,,,,,,,,1,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,32283
GD125,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p.126-133",,Mentor,,,Jogues,1,,,,,,,,,1765,,,,1,no,no,,,The captain cheated with the sold of slaves. Really few documentation. The vessel had a ship wreck in Bretagne,,,,,,,,,,,01jul1765,,,,,,,1765,,1765,1765,
GD126,Voyage,Judith Jacquinot,Investor,French,Mc Watters Investment returns and la traite négrière (2008) (aussi évoqué dans Rinchon (1956) p. 52-57 ,,Saint Jean-Baptiste,,,De Guer,1,GD005/GD126,30948,,,,1771-08-06,1771-08-20,1772-01-06,1772-02-25,1772-07-11,571,560,1,yes,yes,,,"Computation by the owner, but does not include commission. IRR in the source : 13.69 %",340,8,06aug1771,,,8,20aug1771,1,06jan1772,2,25feb1772,7,11jul1772,1771,,1771,1772,1772,1772,1771,1771,30948
GD127,Voyage,Judith Jacquinot,Investor,French,Mc Watters Investment returns and la traite négrière (2008),,Saint Jean-Baptiste,,,De Guer,1,GD050/GD128,31000,,,,1773-11-19,1774-01-29,1774-05-02,1774-06-18,1774-10-02,,,1,yes,yes,,,"Computation by the owner, but does not include commission. IRR in the source : 18.99 %",317,11,19nov1773,,,1,29jan1774,5,02may1774,6,18jun1774,10,02oct1774,1773,,1774,1774,1774,1774,1773,1774,31000
GD128,Voyage,Judith Jacquinot,Investor,French,Mc Watters Investment returns and la traite négrière (2008),,Saint Jean-Baptiste,,,De Guer,1,GD051/GD127,31026,,,,1775-05-01,1775-09-15,1775-12-11,1776-02-08,1776-06-30,,,1,yes,yes,,,"Computation by the owner, but does not include commission. IRR in the source : 2.8 %",426,5,01may1775,,,9,15sep1775,12,11dec1775,2,08feb1776,6,30jun1776,1775,,1775,1775,1776,1776,1775,1775,31026
GD138,Voyage,Claire Kraemer,Investor,French,"Meyer (1969), p. 278  and 304-305",1783-08-14,Le Henry Quatre,,,Delaville,1,,31115,,Angola,,,,,,,,,,yes,no,,,,,,,8,14aug1783,,,,,,,,,,1783,,,,,,1783,31115
GD139,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969),  p. 279 &  287",1764-12-18,Les deux Nottons,,,,1,GD028/GD139,30794,,Côte d'Or  ,,,,,,,,,1,yes,no,,,No equivalent in the STDT. Has to be signaled,,,,12,18dec1764,,,,,,,,,,1764,,,,,,1764,30794
GD140,Voyage,Guillaume Daudin,Investor,French,Saugera (1987),1802,La Bonne-Mère,Pierre-Julien Hardy,,Trottier,1,,,Nantes,Bonny,Martinique,1802-08-30,1802-10-23,1802-12-04,1803-01-28,1803-06-01,,298,,yes,no,,,Saugera estimates the profit (before the sale of the ship) of between 18.9 % and -14.6 %,275,8,30aug1802,,01jul1802,10,23oct1802,12,04dec1802,1,28jan1803,6,01jun1803,1802,1802,1802,1802,1803,1803,1802,1802,
GD141,Ship,Guillaume Daudin,Investor,French,Saugera (1989),1814,Le Cultivateur,Basilic Leray and ,,Rossel,1,GD141/GD142,34009,Nantes,Bonny,Fort de France (ou Fort Royal) Martinique,1815-04-01,1816-05-06,1816-08-21,1816-09-29,1817-08-27,525,492,.0165,yes,yes,yes,,"This is the account given by the captain to a sub-investor. The ship first went to Africa, was captured by the British and sent to Plymouth. It was then freed and went back to Africa, then Martinique and Nantes. Quickly after, he departed again in a direct voyage to get more sugar and arrived back to Nantes in 1817",879,4,01apr1815,,01jul1814,5,06may1816,8,21aug1816,9,29sep1816,8,27aug1817,1815,1814,1816,1816,1816,1817,1815,1816,34009
GD142,Ship,Guillaume Daudin,Investor,French,Saugera (1989),1814,Le Cultivateur,Basilic Leray and ,,Rossel,1,GD141/GD142,34009,Nantes,Bonny,Fort de France (ou Fort Royal) Martinique,1815-04-01,1816-05-06,1816-08-21,1816-09-29,1817-08-27,525,492,1,yes,no,,,"This is from the (incomplete) accounts themselves The ship first went to Africa, was captured by the British and sent to Plymouth. It was then freed and went back to Africa, then Martinique and Nantes. Quickly after, he departed again in a direct voyage to get more sugar and arrived back to Nantes in 1817",879,4,01apr1815,,01jul1814,5,06may1816,8,21aug1816,9,29sep1816,8,27aug1817,1815,1814,1816,1816,1816,1817,1815,1816,34009
GD143,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 294,1741,la Bellone,,,,1,,32148,La Rochelle,,,,,,,,,,,yes,no,,,,,,,,01jul1741,,,,,,,,,,1741,,,,,,1741,32148
GD144,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 294,1783,La Jeune-Aimée,,,,1,,31121,Nantes,Angola,,,,,,,,,,yes,no,,,,,,,,01jul1783,,,,,,,,,,1783,,,,,,1783,31121
GD145,Ship,Guillaume Daudin,Unknown,French,Deveau (2009) p. 294,1782,Bellecombe ou Zeepaert,,,,2,,32332 / ?,,,,,,,,,,,,yes,no,,,Only one travel in STDT ?,,,,,01jul1782,,,,,,,,,,1782,,,,,,1782,32332 / ?
