ventureid,data,YEARDEP,YEARAF,SLAXIMP,SLAMIMP,length_in_days,numberofvoyages,DATEDEP,DATEDEP1,DATEDEP2,DATEDEP3,DATEDEP4,DATEDEP5,DATEDEP6,DATEDEP7,DATEEND,DATEEND1,DATEEND2,DATEEND3,DATEEND4,DATEEND5,DATEEND6,DATEEND7,crowd,TONMOD,VYMRTRAT,FATEcol,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,variousremarks,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID,nationality_num,ln_SLAXIMP,MORTALITY,period,expenditure,discount,return,costonreturn,totalgrossexp,totaldisc,totalgrossreturn,totalcostonreturn,totalnetexp,totalnetreturn,profit
DR046,1,1774,1774,293,244,274,1,10/14/1774,-5844787265536,,,,,,,07/15/1775,-5821113565184,,,,,,,1.6072408,182.3,.16723549,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1774/1",,Africa,,,,,17846,,,,1774,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,01jul1774,,,,,,,,,,,1774,,,,,,1774,1775,17846,English,5.6801724,.16723549,1751-1775,516,0,,0,6209,0,5442,0,6209,5442,-.12353036
DR047,1,,1777,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1776/1",,Africa,,,,,,,,,1776,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,01jul1776,,,,,,,,,,,1776,,,,,,1776,1777,,English,,,1776-1800,493,0,,0,4977,0,4484,0,4977,4484,-.099055655
DR048,1,1774,1775,230,197,609,1,02/04/1774,-5866559897600,,,,,,,10/06/1775,-5813942353920,,,,,,,1.2616566,182.3,.14347826,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1774/12",,Jason,,,,,17857,,,,1774,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,01jul1774,,,,,,,,,,,1774,,,,,,1774,1775,17857,English,5.4380794,.14347826,1751-1775,481,0,,0,5590,0,5774,0,5590,5774,.03291592
DR049,1,1774,1775,352,287,460,1,08/24/1774,-5849193381888,,,,,,,11/27/1775,-5809449730048,,,,,,,1.6124599,218.3,.18465909,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1774/14",,King George,,,,,17859,,,,1774,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,01jul1774,,,,,,,,,,,1774,,,,,,1774,1775,17859,English,5.8636312,.18465909,1751-1775,1034,0,,0,10437,0,7838,0,10437,7838,-.24901792
DR050,1,1748,1749,240,197,588,1,05/31/1748,-6676992229376,,,,,,,01/09/1750,-6626188722176,,,,,,,1.015658,236.3,.17916666,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Priscilla,,"Goad, John",,,90211,,,,,,,,,,,.0625,yes,with estimates,,,,,,,,,,,,,,,,,,,,,,,90211,English,5.480639,.17916666,pre-1750,0,0,26.9,0,252.145,0,279.54001,0,252.145,279.54001,.10864782
DR052,1,1756,1757,299,256,489,1,03/22/1756,-6430578966528,,,,,,,07/24/1757,-6388329742336,,,,,,,1.6401536,182.3,.14381272,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Sea Nymph,,"Goad, John",,,90624,,,,,,,,,,,.0625,with estimates,with estimates,,Insurance rates imputed from previous research on insurance rates. Value of ship imputed from value of cargo.,,,,,,,,,,,,,,,,,,,,,90624,English,5.7004437,.14381272,1751-1775,65.650002,0,,0,372.22,0,617.84003,0,372.22,617.84003,.65987861
DR053,1,1750,1751,304,260,560,1,07/20/1750,-6609600249856,,,,,,,01/31/1752,-6561215807488,,,,,,,2.0779221,146.3,.14473684,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,True Blue,,"Goad, John",,,90342,,,,,,,,,,,.0625,with estimates,with estimates,,Insurance rates imputed from previous research on insurance rates. Value of ship imputed from value of cargo.,,,,,,,,,,,,,,,,,,,,,90342,English,5.7170277,.14473684,1751-1775,23.379999,0,,0,275.98001,0,297.63,0,275.98001,297.63,.078447685
DR054,1,1753,1753,352,287,490,1,02/20/1753,-6527865847808,,,,,,,06/25/1754,-6485529591808,,,,,,,1.3841919,254.3,.18465909,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Barclay,,"Goad, John",,,90447,,,,,,,,,,,.03125,with estimates,with estimates,,Insurance rates imputed from previous research on insurance rates. Value of ship imputed from value of cargo.,,,,,,,,,,,,,,,,,,,,,90447,English,5.8636312,.18465909,1751-1775,14.01,0,,0,165.38,0,121.67,0,165.38,121.67,-.26430044
DR055,1,1755,1755,230,197,,1,,,,,,,,,10/05/1755,-6445180911616,,,,,,,2.085222,110.3,.14347826,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Ferret,,"Goad, John",,,90565,,,,,,,,,,,.042,with estimates,with estimates,,Value of ship imputed from value of cargo.,,,,,,,,,,,,,,,,,,,,,90565,English,5.4380794,.14347826,1751-1775,13.24,0,,0,91.139999,0,88.760002,0,91.139999,88.760002,-.026113641
DR056,1,1755,1756,148,127,437,1,11/08/1755,-6442243325952,,,,,,,01/18/1757,-6404486201344,,,,,,,1.3417951,110.3,.1418919,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Ferret,,"Goad, John",,,90566,,,,,,,,,,,.042,with estimates,with estimates,,Value of ship imputed from previous voyage,,,,,,,,,,,,,,,,,,,,,90566,English,4.9972124,.1418919,1751-1775,8.8000002,0,,0,101.89,0,78.049995,0,101.89,78.049995,-.23397785
DR057,1,1757,1757,230,197,,1,04/09/1757,-6397488005120,,,,,,,,,,,,,,,2.085222,110.3,.14347826,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Ferret,,"Goad, John",,,90567,,,,,,,,,,,.042,with estimates,yes,,Value of ship imputed from previous voyage,,,,,,,,,,,,,,,,,,,,,90567,English,5.4380794,.14347826,1751-1775,19.209999,0,,0,132.23,0,154.31,0,132.23,154.31,.16698179
DR058,1,1757,1758,180,160,279,1,10/17/1757,-6380985516032,,,,,,,07/23/1758,-6356879802368,,,,,,,2.422611,74.3,.11111111,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Snapper,,"Goad, John",,,90687,,,,,,,,,,,.17,with estimates,with estimates,,Value of ship imputed from previous voyage,,,,,,,,,,,,,,,,,,,,,90687,English,5.1929569,.11111111,1751-1775,88.889999,0,,0,557.5,0,760.41003,152.14,557.5,608.27002,.091067299
DR059,1,1758,1759,214,190,,1,08/11/1758,-6355238256640,,,,,,,,,,,,,,,2.8802154,74.3,.11214953,Unspecified/unknown,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Snapper,,"Goad, John",,,90688,,,,,,,,,,,.17,with estimates,yes,,,,,,,,,,,,,,,,,,,,,,,90688,English,5.3659759,.11214953,1751-1775,66.669998,0,,0,534.14001,0,784.32001,0,534.14001,784.32001,.46837905
DR060,1,1759,1759,148,131,386,1,04/28/1759,-6332774612992,,,,,,,05/18/1760,-6299424129024,,,,,,,1.603467,92.3,.11486486,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Snapper,,"Goad, John",,,90792,,,,,,,,,,,.17,with estimates,yes,,Value of ship imputed from previous voyage,,,,,,,,,,,,,,,,,,,,,90792,English,4.9972124,.11486486,1751-1775,458.54999,0,,0,626.54999,0,636.87,0,626.54999,636.87,.016471164
DR061,1,1760,1760,127,113,407,1,06/10/1760,-6297436553216,,,,,,,07/22/1761,-6262272032768,,,,,,,1.375948,92.3,.11023622,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Snapper,,"Goad, John",,,90793,,,,,,,,,,,.17,with estimates,yes,,Value of ship imputed from previous voyage,,,,,,,,,,,,,,,,,,,,,90793,English,4.8441873,.11023622,1751-1775,370.54001,0,,0,526,0,572.07001,0,526,572.07001,.087585568
DR062,1,1758,1759,460,400,612,1,09/14/1758,-6352300670976,,,,,,,05/18/1760,-6299424129024,,,,,,,1.5067147,305.3,.13043478,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Rose,,"Goad, John",,,90747,,,,,,,,,,,.042,with estimates,yes,,Insurance rates imputed from previous research on insurance rates. Value of ship imputed from value of cargo.,,,,,,,,,,,,,,,,,,,,,90747,English,6.1312265,.13043478,1751-1775,94.900002,0,,0,459.89999,0,482.48001,0,459.89999,482.48001,.049097668
DR063,2,,1759,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,True Blue,,"Goad, John",,,,,,,1758,,,,,,,.0625,yes,yes,,"Cannot find matching entry in TSTD. Year has been assumed, based on the dating of the following voyage.",,01jul1758,,,,,,,,,,,1758,,,,,,1758,1759,,English,,,1751-1775,201.78,0,,0,564.60999,0,756.45001,0,564.60999,756.45001,.3397744
DR064,1,1758,1759,280,242,380,1,11/13/1758,-6347117035520,,,,,,,11/28/1759,-6314284548096,,,,,,,1.0882238,257.3,.13571429,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,True Blue,,"Goad, John",,,90763,,,,,,,,,,,.0625,with estimates,with estimates,,,,,,,,,,,,,,,,,,,,,,,90763,English,5.6347895,.13571429,1751-1775,105.01,0,,0,722.71002,0,583.06,0,722.71002,583.06,-.19323106
DR065,1,1760,1761,417,340,486,1,02/28/1760,-6306335817728,,,,,,,06/28/1761,-6264345591808,,,,,,,1.6206763,257.3,.18465228,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,True Blue,,"Goad, John",,,90764,,,,,,,,,,,.0625,with estimates,yes,,Value of ship imputed from residual after voyage,,,,,,,,,,,,,,,,,,,,,90764,English,6.0330863,.18465228,1751-1775,106.67,0,,0,479.94998,0,593.54999,0,479.94998,593.54999,.23669134
DR066,1,1759,1760,280,240,325,1,09/25/1759,-6319814213632,,,,,,,08/15/1760,-6291734396928,,,,,,,1.5359298,182.3,.14285715,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Essex,,"Goad, John",,,90813,,,,,,,,,,,.083,with estimates,yes,,Value of ship imputed from residual after voyage,,,,,,,,,,,,,,,,,,,,,90813,English,5.6347895,.14285715,1751-1775,44.400002,0,,0,400.36002,0,489.22998,0,400.36002,489.22998,.22197512
DR067,1,1760,1760,248,212,301,1,09/09/1760,-6289574330368,,,,,,,07/07/1761,-6263568072704,,,,,,,1.360395,182.3,.14516129,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Essex,,"Goad, John",,,90814,,,,,,,,,,,.083,with estimates,yes,,Value of ship imputed from previous voyage,,,,,,,,,,,,,,,,,,,,,90814,English,5.5134287,.14516129,1751-1775,274.17001,0,,0,361.25,0,471.92999,9.1199999,361.25,462.81,.28113493
DR068,1,1764,1765,169,150,417,1,07/31/1764,-6166800236544,,,,,,,09/21/1765,-6130771165184,,,,,,,.92704332,182.3,.11242604,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Apollo,,,,,91112,,,,1764-08-07,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates. Value of ship imputed from value of cargo.,8,07aug1764,,,,,,,,,,,1764,,,,,,1764,1765,91112,English,5.1298985,.11242604,1751-1775,334.45001,0,,0,3603.6602,0,3271.8401,0,3603.6602,3271.8401,-.092078626
DR069,1,1764,1764,335,230,331,1,05/05/1764,-6174316953600,,,,,,,04/01/1765,-6145718616064,,,,,,,1.5345855,218.3,.31343284,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Nelly and Nancy,,,,,91145,,,,,,,,,,,1,with estimates,with estimates,,Insurance rates imputed from previous research on insurance rates. Ship in imputed from residual value of ship.,,,,,,,,,,,,,,,,,,,,,91145,English,5.8141303,.31343284,1751-1775,601.03998,0,,0,6065.04,0,6318.79,0,6065.04,6318.79,.041838139
DR070,1,1764,1765,304,280,346,1,07/30/1764,-6166886219776,,,,,,,07/11/1765,-6136991842304,,,,,,,1.1954385,254.3,.078947365,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Hasell papers, private collection",,Captain,,"Goad, John",,,91014,,,,,,,,,,,1,with estimates,with estimates,,,,,,,,,,,,,,,,,,,,,,,91014,English,5.7170277,.078947365,1751-1775,1600,0,,0,7316,0,4703,0,7316,4703,-.35716239
DR071,2,1764,1766,109,98,559,1,12/15/1764,-6154963386368,,,,,,,06/27/1766,-6106665451520,,,,,,,.79388201,137.3,.10091743,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Aston,,,,,91130,,,,1766,,,,,,,1,yes,yes,,,,01jul1766,,,,,,,,,,,1766,,,,,,1766,1767,91130,English,4.6913481,.10091743,1751-1775,0,0,,0,3336,0,2392,0,3336,2392,-.28297362
DR072,2,1768,1769,140,126,,1,10/24/1768,-6033225809920,,,,,,,,,,,,,,,1.019665,137.3,.1,Unspecified/unknown,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Aston,,,,,91131,,,,1769,,,,,,,1,yes,yes,,,,01jul1769,,,,,,,,,,,1769,,,,,,1769,1770,91131,English,4.9416423,.1,1751-1775,0,0,,0,2555,0,3219,0,2555,3219,.25988257
DR073,2,1769,1770,161,143,412,1,10/14/1769,-6002553389056,,,,,,,11/30/1770,-5966956855296,,,,,,,.88315964,182.3,.11180124,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Aston,,,,,91592,,,,1770,,,,,,,1,yes,yes,,,,01jul1770,,,,,,,,,,,1770,,,,,,1770,1771,91592,English,5.0814042,.11180124,1751-1775,0,0,,0,3256,0,3539,0,3256,3539,.086916462
DR074,2,,1771,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Aston,,,,,,,,,1770,,,,,,,1,yes,yes,,Cannot find matching entry in TSTD,,01jul1770,,,,,,,,,,,1770,,,,,,1770,1771,,English,,,1751-1775,0,0,,0,6816,0,7672,0,6816,7672,.12558685
DR075,2,1771,1772,210,130,345,1,06/26/1771,-5948985835520,,,,,,,06/05/1772,-5919177441280,,,,,,,1.1519474,182.3,.38095239,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Aston,,,,,91593,,,,1771,,,,,,,1,yes,yes,,,,01jul1771,,,,,,,,,,,1771,,,,,,1771,1772,91593,English,5.3471074,.38095239,1751-1775,0,0,,0,3547,0,3133,0,3547,3133,-.11671835
DR076,2,,1772,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Aston,,,,,,,,,1771,,,,,,,1,yes,yes,,Cannot find matching entry in TSTD,,01jul1771,,,,,,,,,,,1771,,,,,,1771,1772,,English,,,1751-1775,0,0,,0,5752,0,3176,0,5752,3176,-.44784424
DR077,2,1764,1764,101,90,,1,03/05/1764,-6179587096576,,,,,,,,,,,,,,,1.7939609,56.3,.10891089,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Blackjoke,,,,,91134,,,,1764,,,,,,,1,yes,yes,,,,01jul1764,,,,,,,,,,,1764,,,,,,1764,1765,91134,English,4.6151204,.10891089,1751-1775,0,0,,0,1776,0,1572,0,1776,1572,-.11486486
DR078,2,1765,1765,101,90,332,1,02/18/1765,-6149347213312,,,,,,,01/16/1766,-6120662368256,,,,,,,1.7939609,56.3,.10891089,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Blackjoke,,,,,91135,,,,1766,,,,,,,1,yes,yes,,,,01jul1766,,,,,,,,,,,1766,,,,,,1766,1767,91135,English,4.6151204,.10891089,1751-1775,0,0,,0,1560,0,1362,0,1560,1362,-.12692308
DR079,2,1766,1766,69,61,276,1,04/11/1766,-6113318141952,,,,,,,01/12/1767,-6089471950848,,,,,,,1.2255772,56.3,.11594203,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Blackjoke,,,,,91299,,,,1767,,,,,,,1,yes,yes,,,,01jul1767,,,,,,,,,,,1767,,,,,,1767,1768,91299,English,4.2341065,.11594203,1751-1775,0,0,,0,1588,0,1256,0,1588,1256,-.20906802
DR080,2,,1764,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Hope,,,,,,,,,1763,,,,,,,1,yes,yes,,Cannot find matching entry in TSTD,,01jul1763,,,,,,,,,,,1763,,,,,,1763,1764,,English,,,1751-1775,0,0,,0,1884,0,1164,0,1884,1164,-.38216561
DR081,2,,1765,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Hope,,,,,,,,,1764,,,,,,,1,yes,yes,,Cannot find matching entry in TSTD,,01jul1764,,,,,,,,,,,1764,,,,,,1764,1765,,English,,,1751-1775,0,0,,0,1104,0,1926,0,1104,1926,.74456519
DR082,2,,1763,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Knight,,,,,,,,,1762,,,,,,,1,yes,yes,,Cannot find matching entry in TSTD,,01jul1762,,,,,,,,,,,1762,,,,,,1762,1763,,English,,,1751-1775,0,0,,0,5840,0,9760,0,5840,9760,.67123288
DR083,2,1767,1767,453,370,306,1,06/05/1767,-6077030596608,,,,,,,04/06/1768,-6050591801344,,,,,,,2.484915,182.3,.18322296,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Knight,,,,,91186,,,,1766,,,,,,,1,yes,yes,,,,01jul1766,,,,,,,,,,,1766,,,,,,1766,1767,91186,English,6.1158919,.18322296,1751-1775,0,0,,0,7136,0,8056,0,7136,8056,.12892377
DR084,2,1768,1768,352,287,265,1,04/16/1768,-6049727774720,,,,,,,01/06/1769,-6026832117760,,,,,,,1.9308832,182.3,.18465909,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Knight,,,,,91187,,,,1768,,,,,,,1,yes,yes,,,,01jul1768,,,,,,,,,,,1768,,,,,,1768,1769,91187,English,5.8636312,.18465909,1751-1775,0,0,,0,6048,0,8320,0,6048,8320,.37566137
DR085,2,,1769,,,,1,,,,,,,,,,,,,,,,,,,,,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Knight,,,,,,,,,1768,,,,,,,1,yes,yes,,Cannot find matching entry in TSTD,,01jul1768,,,,,,,,,,,1768,,,,,,1768,1769,,English,,,1751-1775,0,0,,0,6568,0,6816,0,6568,6816,.037758831
DR086,2,1769,1769,410,377,302,1,02/23/1769,-6022684999680,,,,,,,12/22/1769,-5996592234496,,,,,,,2.2490401,182.3,.080487803,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Knight,,,,,91188,,,,1769,,,,,,,1,yes,yes,,,,01jul1769,,,,,,,,,,,1769,,,,,,1769,1770,91188,English,6.0161572,.080487803,1751-1775,0,0,,0,6136,0,7560,0,6136,7560,.23207301
DR087,2,1770,1770,,,,1,02/18/1770,-5991580565504,,,,,,,,,,,,,,,,182.3,,Original goal thwarted before disembarking enslaved people,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Knight,,,,,91189,,,,1770,,,,,,,1,yes,yes,,,,01jul1770,,,,,,,,,,,1770,,,,,,1770,1771,91189,English,,,1751-1775,0,0,,0,6592,0,5888,0,6592,5888,-.10679612
DR088,2,1761,1762,304,270,478,1,12/12/1761,-6249916661760,,,,,,,04/04/1763,-6208617447424,,,,,,,2.3694465,128.3,.1118421,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Lively,,,,,90853,,,,1762,,,,,,,1,yes,yes,,,,01jul1762,,,,,,,,,,,1762,,,,,,1762,1763,90853,English,5.7170277,.1118421,1751-1775,0,0,,0,3616,0,1936,0,3616,1936,-.46460176
DR089,2,1763,1764,234,208,401,1,07/18/1763,-6199545692160,,,,,,,08/22/1764,-6164899168256,,,,,,,1.8238504,128.3,.11111111,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Lively,,,,,90854,,,,1763,,,,,,,1,yes,yes,,,,01jul1763,,,,,,,,,,,1763,,,,,,1763,1764,90854,English,5.4553213,.11111111,1751-1775,0,0,,0,3872,0,4088,0,3872,4088,.055785123
DR090,2,1767,1767,271,240,353,1,03/27/1767,-6083078258688,,,,,,,03/14/1768,-6052579377152,,,,,,,2.112237,128.3,.11439114,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Lively,,,,,91192,,,,1768,,,,,,,1,yes,yes,,,,01jul1768,,,,,,,,,,,1768,,,,,,1768,1769,91192,English,5.602119,.11439114,1751-1775,0,0,,0,2669,0,3029,0,2669,3029,.13488197
DR091,2,1768,1768,135,120,318,1,05/17/1768,-6047049711616,,,,,,,03/31/1769,-6019574398976,,,,,,,1.0522213,128.3,.11111111,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Lively,,,,,91193,,,,1768,,,,,,,1,yes,yes,,,,01jul1768,,,,,,,,,,,1768,,,,,,1768,1769,91193,English,4.9052749,.11111111,1751-1775,0,0,,0,2597,0,2803,0,2597,2803,.079322293
DR092,2,1769,1770,124,110,448,1,06/23/1769,-6012316680192,,,,,,,09/14/1770,-5973609545728,,,,,,,.96648479,128.3,.11290322,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Lively,,,,,91194,,,,1769,,,,,,,1,yes,yes,,,,01jul1769,,,,,,,,,,,1769,,,,,,1769,1770,91194,English,4.8202815,.11290322,1751-1775,0,0,,0,2765,0,3627,0,2765,3627,.31175408
DR093,2,1771,1771,148,131,374,1,02/19/1771,-5959958659072,,,,,,,02/28/1772,-5927644692480,,,,,,,1.1535463,128.3,.11486486,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Lively,,,,,91713,,,,1771,,,,,,,1,yes,yes,,,,01jul1771,,,,,,,,,,,1771,,,,,,1771,1772,91713,English,4.9972124,.11486486,1751-1775,0,0,,0,4227,0,4200,0,4227,4200,-.0063875089
DR094,2,1773,1774,107,95,291,1,06/14/1773,-5886863998976,,,,,,,04/01/1774,-5861721767936,,,,,,,.83398283,128.3,.11214953,Voyage completed as intended,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Tomlinson-Knight papers, Liverpool Record Office, 380 MD 127",,Lively,,,,,91715,,,,1773,,,,,,,1,yes,yes,,,,01jul1773,,,,,,,,,,,1773,,,,,,1773,1774,91715,English,4.6728287,.11214953,1751-1775,0,0,,0,3885,0,3731,0,3885,3731,-.039639641
